"Project","Year","Species","Counts","5yrGeomean","10yrGeomean"
"Ice Harbor",2017,"Sockeye",392,955,870
"Ice Harbor",2017,"Coho",5328,3400,3304
"Ice Harbor",2017,"Jack.Coho",409,318,318
"Ice Harbor",2017,"Shad",368693,206854,132557
"Ice Harbor",2017,"Lamprey",1438,744,372
"Ice Harbor",2018,"Chinook",55388,105870,115480
"Ice Harbor",2018,"Jack.Chinook",7456,16790,25727
"Ice Harbor",2018,"Steelhead",48262,88787,124722
"Ice Harbor",2018,"Wild.Steelhead",10837,21849,31610
"Ice Harbor",2018,"Sockeye",382,805,841
"Ice Harbor",2018,"Coho",1310,3085,3052
"Ice Harbor",2018,"Jack.Coho",270,294,346
"Ice Harbor",2018,"Shad",807491,275260,160490
"Ice Harbor",2018,"Lamprey",1019,933,426
"Ice Harbor",2019,"Chinook",43082,81627,105726
"Ice Harbor",2019,"Jack.Chinook",9963,13071,20990
"Ice Harbor",2019,"Steelhead",31824,64946,98768
"Ice Harbor",2019,"Wild.Steelhead",11212,16595,26089
"Ice Harbor",2019,"Sockeye",320,538,761
"Ice Harbor",2019,"Coho",6426,2592,3133
"Ice Harbor",2019,"Jack.Coho",372,256,337
"Ice Harbor",2019,"Shad",527068,391299,193910
"Ice Harbor",2019,"Lamprey",271,767,498
"Ice Harbor",2020,"Chinook",59301,63955,94758
"Ice Harbor",2020,"Jack.Chinook",12584,12093,19869
"Ice Harbor",2020,"Steelhead",56210,55045,86698
"Ice Harbor",2020,"Wild.Steelhead",19032,14684,23308
"Ice Harbor",2020,"Sockeye",2330,631,807
"Ice Harbor",2020,"Coho",6956,3622,3648
"Ice Harbor",2020,"Jack.Coho",2786,440,436
"Ice Harbor",2020,"Shad",300955,416319,224086
"Ice Harbor",2020,"Lamprey",161,562,515
"Ice Harbor",2021,"Chinook",2250,28960,63284
"Ice Harbor",2021,"Jack.Chinook",50,3662,9956
"Ice Harbor",2021,"Steelhead",441,18817,47056
"Ice Harbor",2021,"Wild.Steelhead",351,6385,14213
"McNary",1954,"Chinook",126555,NA,NA
"McNary",1954,"Steelhead",73455,NA,NA
"McNary",1954,"Sockeye",108181,NA,NA
"McNary",1954,"Lamprey",938,NA,NA
"McNary",1955,"Chinook",108915,NA,NA
"McNary",1955,"Steelhead",85575,NA,NA
"McNary",1955,"Sockeye",173758,NA,NA
"McNary",1955,"Lamprey",556,NA,NA
"McNary",1956,"Chinook",114342,NA,NA
"McNary",1956,"Steelhead",42564,NA,NA
"McNary",1956,"Sockeye",102145,NA,NA
"McNary",1956,"Shad",4,NA,NA
"McNary",1956,"Lamprey",970,NA,NA
"McNary",1957,"Chinook",292696,146554,NA
"McNary",1957,"Steelhead",105684,72921,NA
"McNary",1957,"Sockeye",85460,113180,NA
"McNary",1957,"Shad",636,NA,NA
"McNary",1957,"Lamprey",2748,1086,NA
"McNary",1958,"Chinook",226092,159829,NA
"McNary",1958,"Steelhead",87872,75693,NA
"McNary",1958,"Sockeye",102397,110936,NA
"McNary",1958,"Shad",48,NA,NA
"McNary",1958,"Lamprey",10565,1712,NA
"McNary",1959,"Chinook",171490,169843,NA
"McNary",1959,"Steelhead",110475,82130,NA
"McNary",1959,"Sockeye",83977,105457,NA
"McNary",1959,"Shad",17,38,NA
"McNary",1959,"Lamprey",19807,3150,NA
"McNary",1960,"Chinook",176767,187115,NA
"McNary",1960,"Steelhead",96795,84179,NA
"McNary",1960,"Sockeye",55372,83896,NA
"McNary",1960,"Shad",1147,75,NA
"McNary",1960,"Lamprey",13960,6002,NA
"McNary",1961,"Chinook",154996,198853,162659
"McNary",1961,"Steelhead",103743,100597,85122
"McNary",1961,"Sockeye",16388,58184,77342
"McNary",1961,"Shad",1612,249,NA
"McNary",1961,"Lamprey",26119,11596,4248
"McNary",1962,"Chinook",152766,174604,161529
"McNary",1962,"Steelhead",163181,109728,91505
"McNary",1962,"Sockeye",29372,46994,69454
"McNary",1962,"Shad",12847,454,NA
"McNary",1962,"Lamprey",14027,16066,4851
"McNary",1963,"Chinook",154461,161794,160808
"McNary",1963,"Steelhead",113646,115521,93510
"McNary",1963,"Sockeye",59744,42193,68416
"McNary",1963,"Shad",9015,1295,381
"McNary",1963,"Lamprey",9965,15879,5213
"McNary",1964,"Chinook",167934,161117,165422
"McNary",1964,"Steelhead",100742,113409,96511
"McNary",1964,"Sockeye",83931,42188,66701
"McNary",1964,"Shad",14494,4993,571
"McNary",1964,"Lamprey",6173,12576,6294
"McNary",1965,"Chinook",150907,156100,170906
"McNary",1965,"Steelhead",118960,118184,99743
"McNary",1965,"Sockeye",42052,39929,57879
"McNary",1965,"Shad",39810,10150,873
"McNary",1965,"Lamprey",7362,11066,8149
"McNary",1966,"Chinook",223141,167902,182723
"McNary",1966,"Steelhead",145130,126392,112759
"McNary",1966,"Sockeye",173028,63975,61011
"McNary",1966,"Shad",100483,23196,2404
"McNary",1966,"Lamprey",5410,8077,9678
"McNary",1967,"Chinook",195633,176416,175508
"McNary",1967,"Steelhead",77700,108960,109344
"McNary",1967,"Sockeye",105640,82640,62318
"McNary",1967,"Shad",25666,26639,3479
"McNary",1967,"Lamprey",1516,5176,9119
"McNary",1968,"Chinook",200688,185899,173428
"McNary",1968,"Steelhead",112522,108744,112081
"McNary",1968,"Sockeye",100997,91789,62232
"McNary",1968,"Shad",26287,32997,6537
"McNary",1968,"Lamprey",1578,3580,7540
"McNary",1969,"Chinook",213407,195026,177262
"McNary",1969,"Steelhead",76681,102968,108063
"McNary",1969,"Sockeye",29787,74613,56105
"McNary",1969,"Shad",89402,47480,15397
"McNary",1969,"Lamprey",3069,3113,6257
"McNary",1970,"Chinook",168892,199467,176456
"McNary",1970,"Steelhead",69759,92542,104580
"McNary",1970,"Sockeye",59636,80012,56523
"McNary",1970,"Shad",108350,58006,24264
"McNary",1971,"Chinook",171448,189227,178246
"McNary",1971,"Steelhead",109630,87493,105159
"McNary",1971,"Sockeye",52867,63121,63546
"McNary",1971,"Shad",41842,48683,33604
"McNary",1972,"Chinook",168821,183730,180036
"McNary",1972,"Steelhead",93820,90855,99497
"McNary",1972,"Sockeye",26422,47841,62877
"McNary",1972,"Shad",54176,56528,38806
"McNary",1973,"Chinook",184112,180589,183225
"McNary",1973,"Steelhead",64620,81316,94035
"McNary",1973,"Sockeye",42731,40280,60805
"McNary",1973,"Shad",318377,93091,55423
"McNary",1974,"Chinook",127858,163003,178297
"McNary",1974,"Steelhead",26932,65962,82413
"McNary",1974,"Sockeye",26505,39350,54185
"McNary",1974,"Shad",58043,85386,63672
"McNary",1975,"Chinook",133150,155433,176079
"McNary",1975,"Steelhead",22663,52679,69821
"McNary",1975,"Sockeye",43143,36883,54324
"McNary",1975,"Shad",107583,85265,70327
"McNary",1976,"Chinook",163314,153929,170668
"McNary",1976,"Steelhead",54000,45722,63249
"McNary",1976,"Sockeye",24632,31658,44702
"McNary",1976,"Shad",70694,94695,67897
"McNary",1977,"Chinook",183581,156531,169586
"McNary",1977,"Steelhead",87712,45111,64020
"McNary",1977,"Sockeye",80781,39587,43519
"McNary",1977,"Shad",432749,143486,90061
"McNary",1978,"Chinook",144148,149055,164066
"McNary",1978,"Steelhead",34740,39845,56921
"McNary",1978,"Sockeye",18511,33488,36727
"McNary",1978,"Shad",380727,148712,117659
"McNary",1979,"Chinook",95275,140539,151355
"McNary",1979,"Steelhead",50304,45148,54572
"McNary",1979,"Sockeye",37792,35951,37612
"McNary",1979,"Shad",361024,214340,135284
"McNary",1980,"Chinook",63209,121083,137187
"McNary",1980,"Jack.Chinook",17564,NA,NA
"McNary",1980,"Steelhead",66524,55998,54313
"McNary",1980,"Sockeye",44301,36142,36511
"McNary",1980,"Coho",306,NA,NA
"McNary",1980,"Jack.Coho",263,NA,NA
"McNary",1980,"Shad",275223,258637,148501
"McNary",1981,"Chinook",63427,100215,124202
"McNary",1981,"Jack.Chinook",17192,NA,NA
"McNary",1981,"Steelhead",61985,57564,51303
"McNary",1981,"Sockeye",26644,36714,34093
"McNary",1981,"Coho",1725,NA,NA
"McNary",1981,"Jack.Coho",2011,NA,NA
"McNary",1981,"Shad",193373,316296,173065
"McNary",1982,"Chinook",69246,82461,113612
"McNary",1982,"Jack.Chinook",32979,NA,NA
"McNary",1982,"Steelhead",75099,55804,50173
"McNary",1982,"Sockeye",15077,26244,32233
"McNary",1982,"Coho",1356,NA,NA
"McNary",1982,"Jack.Coho",1763,NA,NA
"McNary",1982,"Shad",117862,243849,187053
"McNary",1983,"Chinook",91734,75334,105967
"McNary",1983,"Jack.Chinook",29904,23360,NA
"McNary",1983,"Steelhead",125254,72120,53606
"McNary",1983,"Sockeye",40903,30754,32092
"McNary",1983,"Coho",819,875,NA
"McNary",1983,"Jack.Coho",1651,1114,NA
"McNary",1983,"Shad",417131,248343,192176
"McNary",1984,"Chinook",102675,76470,103667
"McNary",1984,"Jack.Chinook",56378,27862,NA
"McNary",1984,"Steelhead",135306,87903,62997
"McNary",1984,"Sockeye",56894,33376,34639
"McNary",1984,"Coho",897,879,NA
"McNary",1984,"Jack.Coho",1926,1243,NA
"McNary",1984,"Shad",281793,236337,225070
"McNary",1985,"Chinook",167514,92927,106075
"McNary",1985,"Jack.Chinook",120969,40984,NA
"McNary",1985,"Steelhead",188204,108226,77849
"McNary",1985,"Sockeye",98457,39156,37619
"McNary",1985,"Coho",2784,1368,NA
"McNary",1985,"Jack.Coho",4133,2156,NA
"McNary",1985,"Shad",438329,259391,259014
"McNary",1986,"Chinook",209457,118007,108748
"McNary",1986,"Jack.Chinook",132936,61699,NA
"McNary",1986,"Steelhead",193481,135895,88446
"McNary",1986,"Sockeye",46443,43758,40082
"McNary",1986,"Coho",803,1174,NA
"McNary",1986,"Jack.Coho",576,1679,NA
"McNary",1986,"Shad",307361,284580,300019
"McNary",1987,"Chinook",235916,150792,111510
"McNary",1987,"Jack.Chinook",50724,67247,43860
"McNary",1987,"Steelhead",148811,155812,93247
"McNary",1987,"Sockeye",72180,59852,39633
"McNary",1987,"Coho",335,887,890
"McNary",1987,"Jack.Coho",282,1164,1090
"McNary",1987,"Shad",575338,390764,308687
"McNary",1988,"Chinook",184870,173479,114319
"McNary",1988,"Jack.Chinook",58718,76963,45305
"McNary",1988,"Steelhead",151664,161890,108054
"McNary",1988,"Sockeye",50080,62325,43780
"McNary",1988,"Coho",1111,943,912
"McNary",1988,"Jack.Coho",899,1031,1067
"McNary",1988,"Shad",665925,429087,326437
"McNary",1989,"Chinook",151499,187515,119746
"McNary",1989,"Jack.Chinook",24908,65362,42674
"McNary",1989,"Steelhead",170467,169545,122080
"McNary",1989,"Sockeye",41318,58463,44173
"McNary",1989,"Coho",1925,1099,983
"McNary",1989,"Jack.Coho",1458,975,1101
"McNary",1989,"Shad",1076473,560996,364121
"McNary",1990,"Chinook",121159,175751,127797
"McNary",1990,"Jack.Chinook",26280,48164,44429
"McNary",1990,"Steelhead",95061,147897,126516
"McNary",1990,"Sockeye",46145,50240,44353
"McNary",1990,"Coho",1054,905,1112
"McNary",1990,"Jack.Coho",1005,735,1259
"McNary",1990,"Shad",866940,642981,408391
"McNary",1991,"Chinook",82710,145945,131235
"McNary",1991,"Jack.Chinook",32131,36256,47296
"McNary",1991,"Steelhead",168962,143943,139861
"McNary",1991,"Sockeye",69365,54437,48807
"McNary",1991,"Coho",1609,1040,1105
"McNary",1991,"Jack.Coho",663,756,1126
"McNary",1991,"Shad",674483,752423,462736
"McNary",1992,"Chinook",111723,125680,137665
"McNary",1992,"Jack.Chinook",23984,31212,45814
"McNary",1992,"Steelhead",194026,151787,153787
"McNary",1992,"Sockeye",68737,53908,56802
"McNary",1992,"Coho",1196,1341,1091
"McNary",1992,"Jack.Coho",605,880,1012
"McNary",1992,"Shad",1635089,927227,601936
"McNary",1993,"Chinook",133097,117687,142885
"McNary",1993,"Jack.Chinook",10315,22042,41188
"McNary",1993,"Steelhead",93183,137697,149305
"McNary",1993,"Sockeye",66485,57051,59630
"McNary",1993,"Coho",360,1070,1005
"McNary",1993,"Jack.Coho",121,589,779
"McNary",1993,"Shad",701404,936903,634045
"McNary",1994,"Chinook",107889,109961,143595
"McNary",1994,"Jack.Chinook",20979,21298,37311
"McNary",1994,"Steelhead",94427,122354,144029
"McNary",1994,"Wild.Steelhead",17202,NA,NA
"McNary",1994,"Sockeye",10603,43463,50408
"McNary",1994,"Coho",1347,997,1046
"McNary",1994,"Jack.Coho",388,452,664
"McNary",1994,"Shad",668528,851761,691256
"McNary",1995,"Chinook",84692,102362,134127
"McNary",1995,"Jack.Chinook",28662,21671,32307
"McNary",1995,"Steelhead",114910,127083,137096
"McNary",1995,"Wild.Steelhead",14403,NA,NA
"McNary",1995,"Sockeye",8320,30855,39372
"McNary",1995,"Coho",914,969,936
"McNary",1995,"Jack.Coho",107,289,461
"McNary",1995,"Shad",481081,757118,697719
"McNary",1996,"Chinook",101616,106664,124768
"McNary",1996,"Jack.Chinook",13331,18175,25670
"McNary",1996,"Steelhead",124177,119492,131149
"McNary",1996,"Wild.Steelhead",16733,NA,NA
"McNary",1996,"Sockeye",28585,25842,37507
"McNary",1996,"Coho",1281,926,981
"McNary",1996,"Jack.Coho",572,281,460
"McNary",1996,"Shad",352755,665065,707397
"McNary",1997,"Chinook",145958,112522,118919
"McNary",1997,"Jack.Chinook",16988,16963,23010
"McNary",1997,"Steelhead",129817,110264,129370
"McNary",1997,"Wild.Steelhead",16707,16223,NA
"McNary",1997,"Sockeye",38043,22958,35180
"McNary",1997,"Coho",2261,1051,1187
"McNary",1997,"Jack.Coho",319,247,466
"McNary",1997,"Shad",340090,485819,671167
"McNary",1998,"Chinook",99432,106147,111768
"McNary",1998,"Jack.Chinook",15172,18324,20097
"McNary",1998,"Steelhead",99705,111766,124056
"McNary",1998,"Wild.Steelhead",17859,16538,NA
"McNary",1998,"Sockeye",9391,15522,29758
"McNary",1998,"Coho",5959,1843,1404
"McNary",1998,"Jack.Coho",214,277,404
"McNary",1998,"Shad",393305,432740,636738
"McNary",1999,"Chinook",106891,105950,107937
"McNary",1999,"Jack.Chinook",15055,17148,19111
"McNary",1999,"Steelhead",84088,109203,115592
"McNary",1999,"Wild.Steelhead",17711,16634,NA
"McNary",1999,"Sockeye",11884,15880,26271
"McNary",1999,"Coho",4736,2370,1537
"McNary",1999,"Jack.Coho",198,242,331
"McNary",1999,"Shad",248895,355145,549999
"McNary",1999,"Lamprey",1050,NA,NA
"McNary",2000,"Chinook",152763,119216,110468
"McNary",2000,"Jack.Chinook",38468,18187,19853
"McNary",2000,"Steelhead",130332,111989,119298
"McNary",2000,"Wild.Steelhead",31173,19412,NA
"McNary",2000,"Sockeye",60242,23594,26981
"McNary",2000,"Coho",10147,3835,1927
"McNary",2000,"Jack.Coho",1005,379,331
"McNary",2000,"Shad",350457,333342,502373
"McNary",2000,"Lamprey",1281,NA,NA
"McNary",2001,"Chinook",437120,159611,130479
"McNary",2001,"Jack.Chinook",52664,23938,20858
"McNary",2001,"Steelhead",398784,141421,129995
"McNary",2001,"Wild.Steelhead",94384,27437,22447
"McNary",2001,"Sockeye",97188,30136,27907
"McNary",2001,"Coho",22918,6828,2514
"McNary",2001,"Jack.Coho",1812,477,366
"McNary",2001,"Shad",1063568,415669,525782
"McNary",2001,"Lamprey",2539,NA,NA
"McNary",2002,"Chinook",380976,193373,147508
"McNary",2002,"Jack.Chinook",36114,27836,21730
"McNary",2002,"Steelhead",286805,165716,135176
"McNary",2002,"Wild.Steelhead",81439,37664,25903
"McNary",2002,"Sockeye",39424,30352,26398
"McNary",2002,"Coho",2144,6756,2665
"McNary",2002,"Jack.Coho",1048,605,386
"McNary",2002,"Shad",599294,465540,475572
"McNary",2002,"Lamprey",11282,2491,NA
"McNary",2003,"Chinook",370865,251614,163426
"McNary",2003,"Jack.Chinook",52498,35680,25570
"McNary",2003,"Steelhead",246898,198667,149011
"McNary",2003,"Wild.Steelhead",72141,49795,28697
"McNary",2003,"Sockeye",32037,38795,24539
"McNary",2003,"Coho",18458,8470,3951
"McNary",2003,"Jack.Coho",1773,923,505
"McNary",2003,"Shad",1077670,569519,496441
"McNary",2003,"Lamprey",13325,3484,NA
"McNary",2004,"Chinook",343674,317816,183501
"McNary",2004,"Jack.Chinook",40721,43536,27323
"McNary",2004,"Steelhead",212245,239082,161581
"McNary",2004,"Wild.Steelhead",59688,63492,32498
"McNary",2004,"Sockeye",89707,58123,30381
"McNary",2004,"Coho",19268,11214,5155
"McNary",2004,"Jack.Coho",1129,1307,562
"McNary",2004,"Shad",1751728,841392,546641
"McNary",2004,"Lamprey",5888,4919,NA
"McNary",2005,"Chinook",250459,350848,204516
"McNary",2005,"Jack.Chinook",19544,38022,26297
"McNary",2005,"Steelhead",224292,266501,172757
"McNary",2005,"Wild.Steelhead",58626,72041,37396
"McNary",2005,"Sockeye",63540,58746,37230
"McNary",2005,"Coho",19372,12762,6996
"McNary",2005,"Jack.Coho",1228,1361,718
"McNary",2005,"Shad",1951001,1186105,628791
"McNary",2005,"Lamprey",4158,6225,NA
"McNary",2006,"Chinook",199432,299887,218781
"McNary",2006,"Jack.Chinook",19759,31252,27352
"McNary",2006,"Steelhead",206155,233555,181741
"McNary",2006,"Wild.Steelhead",46865,62628,41453
"McNary",2006,"Sockeye",29295,46219,37321
"McNary",2006,"Coho",12735,11347,8802
"McNary",2006,"Jack.Coho",1188,1251,772
"McNary",2006,"Shad",1176899,1210369,709305
"McNary",2006,"Lamprey",2456,6183,3641
"McNary",2007,"Chinook",130532,242060,216351
"McNary",2007,"Jack.Chinook",49903,33341,30464
"McNary",2007,"Steelhead",221534,221800,191718
"McNary",2007,"Wild.Steelhead",54074,57703,46619
"McNary",2007,"Sockeye",18175,39588,34664
"McNary",2007,"Coho",20430,17811,10969
"McNary",2007,"Jack.Coho",2395,1476,945
"McNary",2007,"Shad",985466,1336959,788928
"McNary",2007,"Lamprey",3454,4880,3620
"McNary",2008,"Chinook",224684,218974,234728
"McNary",2008,"Jack.Chinook",43295,32080,33832
"McNary",2008,"Steelhead",221310,216999,207631
"McNary",2008,"Wild.Steelhead",58748,55381,52514
"McNary",2008,"Sockeye",146924,53684,45636
"McNary",2008,"Coho",18756,17868,12302
"McNary",2008,"Jack.Coho",3050,1645,1232
"McNary",2008,"Shad",623010,1198174,826065
"McNary",2008,"Lamprey",1530,3165,3321
"McNary",2009,"Chinook",232380,202490,253682
"McNary",2009,"Jack.Chinook",126502,40243,41857
"McNary",2009,"Steelhead",410082,247551,243279
"McNary",2009,"Wild.Steelhead",109386,62514,63001
"McNary",2009,"Sockeye",121672,57058,57588
"McNary",2009,"Coho",34089,20028,14986
"McNary",2009,"Jack.Coho",3965,2114,1663
"McNary",2009,"Shad",486725,927435,883367
"McNary",2009,"Lamprey",676,2053,3178
"McNary",2010,"Chinook",417747,224305,280530
"McNary",2010,"Jack.Chinook",44681,47480,42488
"McNary",2010,"Steelhead",262513,255465,260925
"McNary",2010,"Wild.Steelhead",89504,68034,70009
"McNary",2010,"Sockeye",278799,76695,67123
"McNary",2010,"Coho",13673,18680,15440
"McNary",2010,"Jack.Coho",1416,2175,1721
"McNary",2010,"Shad",276673,627517,862728
"McNary",2010,"Lamprey",825,1486,3041
"McNary",2011,"Chinook",338058,249275,273413
"McNary",2011,"Jack.Chinook",102370,65977,45409
"McNary",2011,"Steelhead",246097,264676,248629
"McNary",2011,"Wild.Steelhead",76573,75054,68560
"McNary",2011,"Sockeye",113952,100636,68200
"McNary",2011,"Coho",42220,23740,16413
"McNary",2011,"Jack.Coho",2084,2434,1745
"McNary",2011,"Shad",224905,450689,738580
"McNary",2011,"Lamprey",868,1207,2732
"McNary",2012,"Chinook",341652,302170,270450
"McNary",2012,"Jack.Chinook",63550,69245,48049
"McNary",2012,"Steelhead",157018,247068,234093
"McNary",2012,"Wild.Steelhead",53026,74761,65680
"McNary",2012,"Sockeye",364147,183280,85180
"McNary",2012,"Coho",17368,22981,20232
"McNary",2012,"Jack.Coho",1433,2197,1800
"McNary",2012,"Shad",675421,417892,747465
"McNary",2012,"Lamprey",970,936,2137
"McNary",2013,"Chinook",582908,365643,282960
"McNary",2013,"Jack.Chinook",91454,80416,50791
"McNary",2013,"Steelhead",144354,226830,221860
"McNary",2013,"Wild.Steelhead",55618,73946,63994
"McNary",2013,"Sockeye",134202,179990,98299
"McNary",2013,"Coho",12128,21062,19400
"McNary",2013,"Jack.Coho",1753,1966,1798
"McNary",2013,"Shad",1246494,480068,758423
"McNary",2013,"Lamprey",1570,941,1726
"McNary",2014,"Chinook",605907,442893,299469
"McNary",2014,"Jack.Chinook",109165,78080,56055
"McNary",2014,"Steelhead",209772,198370,221600
"McNary",2014,"Wild.Steelhead",75128,68594,65483
"McNary",2014,"Sockeye",546012,243025,117757
"McNary",2014,"Coho",98553,26045,22839
"McNary",2014,"Jack.Coho",14034,2532,2314
"McNary",2014,"Shad",937826,547357,712487
"McNary",2014,"Lamprey",1783,1142,1531
"McNary",2015,"Chinook",751407,498071,334245
"McNary",2015,"Jack.Chinook",71109,85684,63783
"McNary",2015,"Steelhead",177137,183362,216431
"McNary",2015,"Wild.Steelhead",59834,63286,65617
"McNary",2015,"Sockeye",279744,243189,136570
"McNary",2015,"Coho",16523,27050,22479
"McNary",2015,"Jack.Coho",3378,3013,2560
"McNary",2015,"Shad",999552,707682,666395
"McNary",2015,"Lamprey",1748,1327,1404
"McNary",2016,"Chinook",410876,517887,359300
"McNary",2016,"Jack.Chinook",38746,70552,68226
"McNary",2016,"Steelhead",118763,158498,204818
"McNary",2016,"Wild.Steelhead",32405,53286,63240
"McNary",2016,"Sockeye",261696,287183,170003
"McNary",2016,"Coho",10898,20631,22131
"McNary",2016,"Jack.Coho",1114,2658,2544
"McNary",2016,"Shad",1003755,954474,655874
"McNary",2016,"Lamprey",1612,1502,1346
"McNary",2017,"Chinook",258498,489790,384708
"McNary",2017,"Jack.Chinook",24237,58181,63473
"McNary",2017,"Steelhead",82472,139346,185548
"McNary",2017,"Wild.Steelhead",23243,45183,58120
"McNary",2017,"Sockeye",58022,198894,190928
"McNary",2017,"Coho",21996,21630,22295
"McNary",2017,"Jack.Coho",1611,2721,2445
"McNary",2017,"Shad",1610612,1135657,688899
"McNary",2017,"Lamprey",2549,1822,1306
"McNary",2018,"Chinook",187877,390539,377886
"McNary",2018,"Jack.Chinook",19630,42769,58645
"McNary",2018,"Steelhead",66332,119276,164485
"McNary",2018,"Wild.Steelhead",20392,36968,52284
"McNary",2018,"Sockeye",155480,204836,192011
"McNary",2018,"Coho",12138,21633,21346
"McNary",2018,"Jack.Coho",1786,2731,2317
"McNary",2018,"Shad",3871859,1424601,826986
"McNary",2018,"Lamprey",1566,1822,1309
"McNary",2019,"Chinook",198423,312393,371964
"McNary",2019,"Jack.Chinook",30528,33147,50874
"McNary",2019,"Steelhead",47510,88626,132592
"McNary",2019,"Wild.Steelhead",21197,28702,44371
"McNary",2019,"Sockeye",51561,127770,176214
"McNary",2019,"Coho",25503,16508,20735
"McNary",2019,"Jack.Coho",2642,1956,2225
"McNary",2019,"Shad",3051348,1803711,993617
"McNary",2019,"Lamprey",1005,1624,1362
"McNary",2020,"Chinook",290336,258290,358673
"McNary",2020,"Jack.Chinook",38156,29267,50077
"McNary",2020,"Steelhead",76079,74843,117147
"McNary",2020,"Wild.Steelhead",29595,24933,39723
"McNary",2020,"Sockeye",284924,128240,176597
"McNary",2020,"Coho",39462,19648,23054
