Common Population Name,NMFS_POPID,NWR Population Name,Recovery Domain,Major Population Group,ESU,Species,Run,Start Year,End Year,Year,Spawners,FracWild,Age 1 Returns,Age 2 Returns,Age 3 Returns,Age 4 Returns,Age 5 Returns,Age 6 Returns,Age 7 Returns,Natural Spawners inc Jacks,Total Spawners inc. Jacks,Total Spawners exc. Jacks,Jack frac of hatchery spawners,Adult Natural Harvest Rates,Natural Origin Brood Stk,Contact Agency
Umatilla River,263,Steelhead (Middle Columbia River DPS) - Umatilla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1967,2013,2004,3106,0.64,0,0,0,0.71,0.28,0.01,0,-99,3106,-99,-99,0.043,102,N/A
Umatilla River,263,Steelhead (Middle Columbia River DPS) - Umatilla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1967,2013,2003,2821,0.71,0,0,0.01,0.23,0.72,0.03,0,-99,2821,-99,-99,0.036,100,N/A
Umatilla River,263,Steelhead (Middle Columbia River DPS) - Umatilla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1967,2013,2002,5176,0.69,0,0,0,0.67,0.31,0.03,0,-99,5176,-99,-99,0.037,100,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,2013,756,0.98,0,0,0.20,0.67,0.13,0.01,0,-99,756,-99,-99,-99,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,2012,1261,0.96,0,0,0.20,0.67,0.13,0.01,0,-99,1261,-99,-99,-99,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,2011,1661,0.98,0,0,0.20,0.67,0.13,0.01,0,-99,1661,-99,-99,0.101,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,2010,1665,0.97,0,0,0.20,0.67,0.13,0.01,0,-99,1665,-99,-99,0.062,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,2009,879,0.98,0,0,0.20,0.67,0.13,0.01,0,-99,879,-99,-99,0.074,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,2008,687,0.98,0,0,0.20,0.67,0.13,0.01,0,-99,687,-99,-99,0.069,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,2007,472,0.98,0,0,0.20,0.67,0.13,0.01,0,-99,472,-99,-99,0.062,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,2006,873,0.95,0,0,0.20,0.67,0.13,0.01,0,-99,873,-99,-99,0.073,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,2005,887,0.96,0,0,0.20,0.67,0.13,0.01,0,-99,887,-99,-99,0.059,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,2004,624,0.96,0,0,0.20,0.67,0.13,0.01,0,-99,624,-99,-99,0.054,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,2003,938,0.96,0,0,0.20,0.67,0.13,0.01,0,-99,938,-99,-99,0.048,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,2002,1811,0.96,0,0,0.20,0.67,0.13,0.01,0,-99,1811,-99,-99,0.048,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,2001,1172,0.95,0,0,0.20,0.67,0.13,0.01,0,-99,1172,-99,-99,0.06,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,2000,792,0.97,0,0,0.20,0.67,0.13,0.01,0,-99,792,-99,-99,0.067,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,1999,421,1,0,0,0.20,0.67,0.13,0.01,0,-99,421,-99,-99,0.075,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,1998,573,0.99,0,0,0.20,0.67,0.13,0.01,0,-99,573,-99,-99,0.102,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,1997,447,0.98,0,0,0.20,0.67,0.13,0.01,0,-99,447,-99,-99,0.117,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,1996,549,0.98,0,0,0.20,0.67,0.13,0.01,0,-99,549,-99,-99,0.103,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,1995,654,0.99,0,0,0.14,0.73,0.14,0,0,-99,654,-99,-99,0.117,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,1994,806,1,0,0,0.21,0.63,0.14,0.02,0,-99,806,-99,-99,0.116,-99,N/A
Walla Walla River,264,Steelhead (Middle Columbia River DPS) - Walla Walla River Summer-run,Interior Columbia,Umatilla And Walla Walla River                    ,Steelhead (Middle Columbia River DPS), ,Summer-run,1993,2013,1993,1228,1,0,0,0.24,0.66,0.10,0,0,-99,1228,-99,-99,0.165,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2014,429,0.99,0,0,0,0.35,0.66,0,0,-99,429,-99,-99,0.084,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2013,369,0.91,0,0,0,0.35,0.66,0,0,-99,369,-99,-99,0.088,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2012,508,0.94,0,0,0,0.35,0.66,0,0,-99,508,-99,-99,0.087,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2011,375,0.97,0,0,0,0.35,0.66,0,0,-99,375,-99,-99,0.048,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2010,385,0.95,0,0,0,0.35,0.66,0,0,-99,385,-99,-99,0.06,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2009,216,1,0,0,0,0.35,0.66,0,0,-99,216,-99,-99,0.0546,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2008,196,0.97,0,0,0,0.35,0.66,0,0,-99,196,-99,-99,0.048,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2007,79,1,0,0,0,0.35,0.66,0,0,-99,79,-99,-99,0.059,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2006,126,0.98,0,0,0,0.35,0.66,0,0,-99,126,-99,-99,0.045,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2005,226,0.99,0,0,0,0.35,0.66,0,0,-99,226,-99,-99,0.04,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2004,197,0.99,0,0,0,0.35,0.66,0,0,-99,197,-99,-99,0.033,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2003,140,0.96,0,0,0,0.35,0.66,0,0,-99,140,-99,-99,0.034,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2002,266,0.98,0,0,0,0.35,0.66,0,0,-99,266,-99,-99,0.046,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2001,170,0.95,0,0,0,0.35,0.66,0,0,-99,170,-99,-99,0.053,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,2000,59,1,0,0,0,0.35,0.66,0,0,-99,59,-99,-99,0.061,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1999,41,1,0,0,0,0.35,0.66,0,0,-99,41,-99,-99,0.088,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1998,61,1,0,0,0,0.35,0.66,0,0,-99,61,-99,-99,0.104,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1997,47,1,0,0,0,0.35,0.66,0,0,-99,47,-99,-99,0.089,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1996,62,0.98,0,0,0,0.35,0.66,0,0,-99,62,-99,-99,0.104,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1995,41,0.96,0,0,0,0.35,0.66,0,0,-99,41,-99,-99,0.103,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1994,32,1,0,0,0,0.35,0.66,0,0,-99,32,-99,-99,0.152,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1993,45,1,0,0,0,0.35,0.66,0,0,-99,45,-99,-99,0.162,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1992,107,0.92,0,0,0,0.35,0.66,0,0,-99,107,-99,-99,0.147,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1991,72,0.99,0,0,0,0.35,0.66,0,0,-99,72,-99,-99,0.16,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1990,49,0.99,0,0,0,0.35,0.66,0,0,-99,49,-99,-99,0.159,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1989,73,0.99,0,0,0,0.35,0.66,0,0,-99,73,-99,-99,0.171,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1988,180,0.99,0,0,0,0.35,0.66,0,0,-99,180,-99,-99,0.157,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1987,156,0.99,0,0,0,0.35,0.66,0,0,-99,156,-99,-99,0.138,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1986,142,0.99,0,0,0,0.35,0.66,0,0,-99,142,-99,-99,0.207,-99,N/A
Yakima River Upper Mainstem,267,Steelhead (Middle Columbia River DPS) - Yakima River Upper Mainstem Summer-run,Interior Columbia,Yakima River,Steelhead (Middle Columbia River DPS), ,Summer-run,1985,2014,1985,139,0.99,0,0,0,0.35,0.66,0,0,-99,139,-99,-99,0.271,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,2013,1553,0.99,0,0,0,0.53,0.46,0.01,0,-99,1553,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,2012,3260,1,0,0,0,0.53,0.46,0.01,0,-99,3260,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,2011,3274,1,0,0,0,0.53,0.46,0.01,0,-99,3274,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,2010,2875,0.95,0,0,0,0.51,0.48,0.01,0,-99,2875,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,2009,3148,1,0,0,0,0.37,0.60,0.03,0,-99,3148,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,2008,2096,1,0,0,0,0.45,0.52,0.04,0,-99,2096,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,2007,618,1,0,0,0,0.54,0.45,0.02,0,-99,618,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,2006,949,0.99,0,0,0,0.53,0.46,0.01,0,-99,949,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,2005,1310,0.99,0,0,0,0.53,0.46,0.01,0,-99,1310,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,2004,678,0.99,0,0,0,0.65,0.35,0.01,0,-99,678,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,2003,1581,1,0,0,0,0.31,0.69,0.01,0,-99,1581,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,2002,1581,0.92,0,0,0,0.66,0.33,0.01,0,-99,1581,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,2001,1898,0.89,0,0,0,0.49,0.50,0.01,0,-99,1898,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,2000,1084,0.76,0,0,0,0.47,0.53,0,0,-99,1084,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1999,1265,0.71,0,0,0,0.59,0.40,0.02,0,-99,1265,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1998,2756,0.86,0,0,0,0.53,0.46,0.01,0,-99,2756,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1997,2440,0.80,0,0,0,0.53,0.46,0.01,0,-99,2440,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1996,1717,0.76,0,0,0,0.53,0.46,0.01,0,-99,1717,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1995,1310,0.88,0,0,0,0.53,0.46,0.01,0,-99,1310,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1994,1627,0.86,0,0,0,0.53,0.46,0.01,0,-99,1627,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1993,1175,0.80,0,0,0,0.53,0.46,0.01,0,-99,1175,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1992,2395,0.84,0,0,0,0.53,0.46,0.01,0,-99,2395,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1991,542,0.63,0,0,0,0.53,0.46,0.01,0,-99,542,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1990,1536,0.85,0,0,0,0.53,0.46,0.01,0,-99,1536,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1989,949,0.74,0,0,0,0.53,0.46,0.01,0,-99,949,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1988,2801,1,0,0,0,0.53,0.46,0.01,0,-99,2801,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1987,2530,1,0,0,0,0.53,0.46,0.01,0,-99,2530,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1986,3253,1,0,0,0,0.53,0.46,0.01,0,-99,3253,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1985,6461,1,0,0,0,0.53,0.46,0.01,0,-99,6461,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1984,633,1,0,0,0,0.53,0.46,0.01,0,-99,633,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1983,1672,1,0,0,0,0.53,0.46,0.01,0,-99,1672,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1982,858,1,0,0,0,0.53,0.46,0.01,0,-99,858,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1981,542,1,0,0,0,0.53,0.46,0.01,0,-99,542,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1980,3072,1,0,0,0,0.53,0.46,0.01,0,-99,3072,-99,-99,-99,-99,N/A
Grande Ronde River Upper Mainstem,306,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem Summer-run,Interior Columbia,Grande Ronde River                                ,Steelhead (Snake River Basin DPS), ,Summer-run,1967,2013,1979,90,1,0,0,0,0.53,0.46,0.01,0,-99,90,-99,-99,-99,-99,N/A
